com.victronenergy.motordrive.demo5_n2k_fully_blown
/Mgmt/ProcessName	STRING	/data/dbus-motordrive-simulator/ext/velib_python/dbusdummyservice.py	/data/dbus-motordrive-simulator/ext/velib_python/dbusdummyservice.py
/Mgmt/ProcessVersion	STRING	Unkown version, and running on Python 3.8.18	Unkown version, and running on Python 3.8.18
/Mgmt/Connection	STRING	Simulation	Simulation
/DeviceInstance	INT32	0	0
/ProductId	INT32	41865	0xA389
/ProductName	STRING	Motordrive Simulation: demo5_n2k_fully_blown	Motordrive Simulation: demo5_n2k_fully_blown
/FirmwareVersion	INT32	0	0
/HardwareVersion	INT32	0	0
/Connected	INT32	1	1
/Dc/0/Voltage	DOUBLE	48.1	48.1
/Dc/0/Current	DOUBLE	32.9	32.9
/Dc/0/Power	DOUBLE	1582.49	1582.49
/Controller/Temperature	DOUBLE	31.73	31.73
/Coolant/Temperature	DOUBLE	26.81	26.81
/Motor/Temperature	DOUBLE	29.1	29.1
/Motor/RPM	INT32	204	204
/Motor/Direction	INT32	2	2

0	/Dc/0/Voltage	DOUBLE	47.54	47.54
0	/Dc/0/Current	DOUBLE	42.0	42.0
0	/Dc/0/Power	DOUBLE	1996.68	1996.68
0	/Motor/Temperature	DOUBLE	30.28	30.28
0	/Motor/RPM	INT32	390	390
0	/Coolant/Temperature	DOUBLE	26.24	26.24
0	/Controller/Temperature	DOUBLE	33.93	33.93
1	/Dc/0/Voltage	DOUBLE	48.27	48.27
1	/Dc/0/Current	DOUBLE	52.8	52.8
1	/Dc/0/Power	DOUBLE	2548.656	2548.656
1	/Motor/Temperature	DOUBLE	31.34	31.34
1	/Motor/RPM	INT32	598	598
1	/Coolant/Temperature	DOUBLE	29.04	29.04
1	/Controller/Temperature	DOUBLE	34.79	34.79
2	/Dc/0/Voltage	DOUBLE	47.42	47.42
2	/Dc/0/Current	DOUBLE	59.46	59.46
2	/Dc/0/Power	DOUBLE	2819.5932000000003	2819.5932000000003
2	/Motor/Temperature	DOUBLE	32.23	32.23
2	/Motor/RPM	INT32	799	799
2	/Coolant/Temperature	DOUBLE	27.81	27.81
2	/Controller/Temperature	DOUBLE	36.65	36.65
3	/Dc/0/Voltage	DOUBLE	48.26	48.26
3	/Dc/0/Current	DOUBLE	66.31	66.31
3	/Dc/0/Power	DOUBLE	3200.1206	3200.1206
3	/Motor/Temperature	DOUBLE	33.68	33.68
3	/Motor/RPM	INT32	963	963
3	/Coolant/Temperature	DOUBLE	31.54	31.54
3	/Controller/Temperature	DOUBLE	37.38	37.38
4	/Dc/0/Voltage	DOUBLE	47.65	47.65
4	/Dc/0/Current	DOUBLE	74.75	74.75
4	/Dc/0/Power	DOUBLE	3561.8375	3561.8375
4	/Motor/Temperature	DOUBLE	34.06	34.06
4	/Motor/RPM	INT32	1120	1120
4	/Coolant/Temperature	DOUBLE	29.84	29.84
4	/Controller/Temperature	DOUBLE	38.8	38.8
5	/Dc/0/Voltage	DOUBLE	48.46	48.46
5	/Dc/0/Current	DOUBLE	85.13	85.13
5	/Dc/0/Power	DOUBLE	4125.3998	4125.3998
5	/Motor/Temperature	DOUBLE	34.11	34.11
5	/Motor/RPM	INT32	1309	1309
5	/Coolant/Temperature	DOUBLE	31.78	31.78
6	/Controller/Temperature	DOUBLE	39.61	39.61
6	/Dc/0/Voltage	DOUBLE	47.62	47.62
6	/Dc/0/Current	DOUBLE	94.94	94.94
6	/Dc/0/Power	DOUBLE	4521.042799999999	4521.042799999999
6	/Motor/Temperature	DOUBLE	35.41	35.41
6	/Motor/RPM	INT32	1446	1446
6	/Coolant/Temperature	DOUBLE	32.51	32.51
6	/Controller/Temperature	DOUBLE	40.17	40.17
7	/Dc/0/Voltage	DOUBLE	48.67	48.67
7	/Dc/0/Current	DOUBLE	100.88	100.88
7	/Dc/0/Power	DOUBLE	4909.8296	4909.8296
7	/Motor/Temperature	DOUBLE	35.6	35.6
7	/Motor/RPM	INT32	1633	1633
7	/Coolant/Temperature	DOUBLE	30.82	30.82
7	/Controller/Temperature	DOUBLE	41.33	41.33
8	/Dc/0/Voltage	DOUBLE	47.35	47.35
8	/Dc/0/Current	DOUBLE	109.56	109.56
8	/Dc/0/Power	DOUBLE	5187.666	5187.666
8	/Motor/Temperature	DOUBLE	35.51	35.51
8	/Motor/RPM	INT32	1795	1795
8	/Coolant/Temperature	DOUBLE	33.31	33.31
8	/Controller/Temperature	DOUBLE	41.76	41.76
9	/Dc/0/Voltage	DOUBLE	48.55	48.55
9	/Dc/0/Current	DOUBLE	110.92	110.92
9	/Dc/0/Power	DOUBLE	5385.166	5385.166
9	/Motor/Temperature	DOUBLE	35.77	35.77
9	/Motor/RPM	INT32	1782	1782
9	/Coolant/Temperature	DOUBLE	31.71	31.71
9	/Controller/Temperature	DOUBLE	42.21	42.21
10	/Dc/0/Voltage	DOUBLE	47.55	47.55
10	/Dc/0/Current	DOUBLE	109.7	109.7
10	/Dc/0/Power	DOUBLE	5216.235	5216.235
10	/Motor/Temperature	DOUBLE	35.63	35.63
10	/Motor/RPM	INT32	1786	1786
10	/Coolant/Temperature	DOUBLE	32.51	32.51
10	/Controller/Temperature	DOUBLE	42.24	42.24
11	/Dc/0/Voltage	DOUBLE	48.6	48.6
11	/Dc/0/Current	DOUBLE	109.54	109.54
11	/Dc/0/Power	DOUBLE	5323.644	5323.644
11	/Motor/Temperature	DOUBLE	36.1	36.1
11	/Motor/RPM	INT32	1796	1796
11	/Coolant/Temperature	DOUBLE	32.54	32.54
11	/Controller/Temperature	DOUBLE	42.83	42.83
12	/Dc/0/Voltage	DOUBLE	47.56	47.56
12	/Dc/0/Current	DOUBLE	110.72	110.72
12	/Dc/0/Power	DOUBLE	5265.8432	5265.8432
12	/Motor/Temperature	DOUBLE	35.87	35.87
12	/Motor/RPM	INT32	1781	1781
12	/Coolant/Temperature	DOUBLE	33.54	33.54
12	/Controller/Temperature	DOUBLE	43.09	43.09
13	/Dc/0/Voltage	DOUBLE	48.33	48.33
13	/Dc/0/Current	DOUBLE	91.82	91.82
13	/Dc/0/Power	DOUBLE	4437.660599999999	4437.660599999999
13	/Motor/Temperature	DOUBLE	35.61	35.61
13	/Motor/RPM	INT32	1464	1464
13	/Coolant/Temperature	DOUBLE	31.93	31.93
13	/Controller/Temperature	DOUBLE	43.64	43.64
14	/Dc/0/Voltage	DOUBLE	47.57	47.57
14	/Dc/0/Current	DOUBLE	76.46	76.46
14	/Dc/0/Power	DOUBLE	3637.2021999999997	3637.2021999999997
14	/Motor/Temperature	DOUBLE	35.6	35.6
