com.victronenergy.motordrive.demo1_smartshunt
/Mgmt/ProcessName	STRING	/data/dbus-motordrive-simulator/ext/velib_python/dbusdummyservice.py	/data/dbus-motordrive-simulator/ext/velib_python/dbusdummyservice.py
/Mgmt/ProcessVersion	STRING	Unkown version, and running on Python 3.8.18	Unkown version, and running on Python 3.8.18
/Mgmt/Connection	STRING	Simulation	Simulation
/DeviceInstance	INT32	0	0
/ProductId	INT32	41865	0xA389
/ProductName	STRING	Motordrive Simulation: demo1_smartshunt	Motordrive Simulation: demo1_smartshunt
/FirmwareVersion	INT32	0	0
/HardwareVersion	INT32	0	0
/Connected	INT32	1	1
/Dc/0/Voltage	DOUBLE	48.1	48.1
/Dc/0/Current	DOUBLE	31.56	31.56
/Dc/0/Power	DOUBLE	1518.036	1518.036
/Dc/0/Temperature	ARRAY	[]	---

1	/Dc/0/Voltage	DOUBLE	48.1	48.1
1	/Dc/0/Current	DOUBLE	31.56	31.56
1	/Dc/0/Power	DOUBLE	1518.036	1518.036
1	/Dc/0/Voltage	DOUBLE	47.92	47.92
1	/Dc/0/Current	DOUBLE	41.94	41.94
2	/Dc/0/Power	DOUBLE	2009.7648	2009.7648
2	/Dc/0/Voltage	DOUBLE	48.41	48.41
3	/Dc/0/Current	DOUBLE	52.73	52.73
3	/Dc/0/Power	DOUBLE	2552.6593	2552.6593
3	/Dc/0/Voltage	DOUBLE	47.67	47.67
4	/Dc/0/Current	DOUBLE	59.45	59.45
4	/Dc/0/Power	DOUBLE	2833.9815000000003	2833.9815000000003
4	/Dc/0/Voltage	DOUBLE	48.38	48.38
5	/Dc/0/Current	DOUBLE	67.36	67.36
5	/Dc/0/Power	DOUBLE	3258.8768	3258.8768
5	/Dc/0/Voltage	DOUBLE	47.67	47.67
5	/Dc/0/Current	DOUBLE	75.62	75.62
6	/Dc/0/Power	DOUBLE	3604.8054	3604.8054
7	/Dc/0/Voltage	DOUBLE	48.62	48.62
7	/Dc/0/Current	DOUBLE	84.59	84.59
7	/Dc/0/Power	DOUBLE	4112.7658	4112.7658
7	/Dc/0/Voltage	DOUBLE	47.41	47.41
7	/Dc/0/Current	DOUBLE	92.09	92.09
8	/Dc/0/Power	DOUBLE	4365.9869	4365.9869
8	/Dc/0/Voltage	DOUBLE	48.61	48.61
9	/Dc/0/Current	DOUBLE	104.43	104.43
9	/Dc/0/Power	DOUBLE	5076.3423	5076.3423
10	/Dc/0/Voltage	DOUBLE	47.66	47.66
10	/Dc/0/Current	DOUBLE	109.17	109.17
10	/Dc/0/Power	DOUBLE	5203.0422	5203.0422
11	/Dc/0/Voltage	DOUBLE	48.31	48.31
11	/Dc/0/Current	DOUBLE	110.29	110.29
11	/Dc/0/Power	DOUBLE	5328.1099	5328.1099
11	/Dc/0/Voltage	DOUBLE	47.73	47.73
12	/Dc/0/Current	DOUBLE	107.98	107.98
12	/Dc/0/Power	DOUBLE	5153.8854	5153.8854
12	/Dc/0/Voltage	DOUBLE	48.33	48.33
13	/Dc/0/Current	DOUBLE	108.98	108.98
13	/Dc/0/Power	DOUBLE	5267.0034	5267.0034
13	/Dc/0/Voltage	DOUBLE	47.64	47.64
14	/Dc/0/Current	DOUBLE	110.33	110.33
14	/Dc/0/Power	DOUBLE	5256.1212	5256.1212
15	/Dc/0/Voltage	DOUBLE	48.32	48.32
15	/Dc/0/Current	DOUBLE	92.48	92.48
15	/Dc/0/Power	DOUBLE	4468.6336	4468.6336
16	/Dc/0/Voltage	DOUBLE	47.67	47.67
16	/Dc/0/Current	DOUBLE	76.79	76.79
16	/Dc/0/Power	DOUBLE	3660.5793000000003	3660.5793000000003
