com.victronenergy.gps.virtual_986745bac72057c2
/Altitude	DOUBLE	0.0	0.0m
/Fix	DOUBLE	1.0	1
/NrOfSatellites	DOUBLE	12.0	12
/Position/Latitude	DOUBLE	38.4326	38.432600°
/Position/Longitude	DOUBLE	-24.6781	-24.678100°
/Speed	DOUBLE	9.43	9.4m/s
/Course	DOUBLE	95.92	95.9°
/Connected	DOUBLE	1.0	1
/DeviceInstance	INT32	100	100
/CustomName	STRING	Virtual gps	Virtual gps
/Serial	STRING	986745bac72057c2	986745bac72057c2
/Mgmt/Connection	STRING	Virtual	Virtual
/Mgmt/ProcessName	STRING	dbus-victron-virtual	dbus-victron-virtual
/Mgmt/ProcessVersion	STRING	0.1.8	0.1.8
/ProductId	INT32	49256	c068
/ProductName	STRING	Virtual gps	Virtual gps

0	/Position/Latitude	DOUBLE	38.4326	38.432600°
0	/Position/Longitude	DOUBLE	-24.6582	-24.658200°
0	/Speed	DOUBLE	9.43	9.4m/s
0	/Course	DOUBLE	95.92	95.9°
1	/Position/Latitude	DOUBLE	38.4305	38.430500°
1	/Position/Longitude	DOUBLE	-24.6422	-24.642200°
1	/Speed	DOUBLE	11.64	11.6m/s
1	/Course	DOUBLE	95.92	95.9°
2	/Position/Latitude	DOUBLE	38.4289	38.428900°
2	/Position/Longitude	DOUBLE	-24.627	-24.627000°
2	/Speed	DOUBLE	9.38	9.4m/s
2	/Course	DOUBLE	95.92	95.9°
5	/Position/Latitude	DOUBLE	38.4273	38.427300°
5	/Position/Longitude	DOUBLE	-24.6064	-24.606400°
5	/Speed	DOUBLE	8.81	8.8m/s
5	/Course	DOUBLE	95.92	95.9°
6	/Position/Latitude	DOUBLE	38.4251	38.425100°
6	/Position/Longitude	DOUBLE	-24.5849	-24.584900°
6	/Speed	DOUBLE	12.05	12.1m/s
6	/Course	DOUBLE	95.92	95.9°
7	/Position/Latitude	DOUBLE	38.4188	38.418800°
7	/Position/Longitude	DOUBLE	-24.5457	-24.545700°
7	/Speed	DOUBLE	10.26	10.3m/s
7	/Course	DOUBLE	95.92	95.9°
8	/Position/Latitude	DOUBLE	38.4188	38.418800°
8	/Position/Longitude	DOUBLE	-24.5269	-24.526900°
8	/Speed	DOUBLE	12.27	12.3m/s
8	/Course	DOUBLE	95.92	95.9°
9	/Position/Latitude	DOUBLE	38.4169	38.416900°
9	/Position/Longitude	DOUBLE	-24.5269	-24.526900°
9	/Speed	DOUBLE	10.77	10.8m/s
9	/Course	DOUBLE	95.92	95.9°
10	/Position/Latitude	DOUBLE	38.4149	38.414900°
10	/Position/Longitude	DOUBLE	-24.4915	-24.491500°
10	/Speed	DOUBLE	10.72	10.7m/s
10	/Course	DOUBLE	95.92	95.9°
11	/Position/Latitude	DOUBLE	38.4131	38.413100°
11	/Position/Longitude	DOUBLE	-24.4718	-24.471800°
11	/Speed	DOUBLE	9.36	9.4m/s
11	/Course	DOUBLE	95.92	95.9°
12	/Position/Latitude	DOUBLE	38.4112	38.411200°
12	/Position/Longitude	DOUBLE	-24.4548	-24.454800°
12	/Speed	DOUBLE	11.15	11.2m/s
12	/Course	DOUBLE	95.92	95.9°
13	/Position/Latitude	DOUBLE	38.4094	38.409400°
13	/Position/Longitude	DOUBLE	-24.4373	-24.437300°
13	/Speed	DOUBLE	9.62	9.6m/s
13	/Course	DOUBLE	95.92	95.9°
14	/Position/Latitude	DOUBLE	38.4076	38.407600°
14	/Position/Longitude	DOUBLE	-24.4373	-24.437300°
14	/Speed	DOUBLE	9.79	9.8m/s
14	/Course	DOUBLE	95.92	95.9°
15	/Position/Latitude	DOUBLE	38.4059	38.405900°
15	/Position/Longitude	DOUBLE	-24.4056	-24.405600°
15	/Speed	DOUBLE	9.08	9.1m/s
15	/Course	DOUBLE	95.92	95.9°
16	/Position/Latitude	DOUBLE	38.4042	38.404200°
16	/Position/Longitude	DOUBLE	-24.3829	-24.382900°
16	/Speed	DOUBLE	8.66	8.7m/s
16	/Course	DOUBLE	95.92	95.9°
17	/Position/Latitude	DOUBLE	38.4019	38.401900°
17	/Position/Longitude	DOUBLE	-24.3648	-24.364800°
17	/Speed	DOUBLE	12.61	12.6m/s
17	/Course	DOUBLE	95.92	95.9°
18	/Position/Latitude	DOUBLE	38.4	38.400000°
18	/Position/Longitude	DOUBLE	-24.344	-24.344000°
18	/Speed	DOUBLE	10.02	10.0m/s
18	/Course	DOUBLE	95.92	95.9°
20	/Position/Latitude	DOUBLE	38.396	38.396000°
20	/Position/Longitude	DOUBLE	-24.3259	-24.325900°
20	/Speed	DOUBLE	9.95	9.9m/s
20	/Course	DOUBLE	95.92	95.9°
21	/Position/Latitude	DOUBLE	38.3938	38.393800°
21	/Position/Longitude	DOUBLE	-24.2853	-24.285300°
21	/Speed	DOUBLE	11.23	11.2m/s
21	/Course	DOUBLE	95.92	95.9°
22	/Position/Latitude	DOUBLE	38.3918	38.391800°
22	/Position/Longitude	DOUBLE	-24.2686	-24.268600°
22	/Speed	DOUBLE	11.04	11.0m/s
22	/Course	DOUBLE	95.92	95.9°
23	/Position/Latitude	DOUBLE	38.3901	38.390100°
23	/Position/Longitude	DOUBLE	-24.2686	-24.268600°
23	/Speed	DOUBLE	9.06	9.1m/s
23	/Course	DOUBLE	95.92	95.9°
24	/Position/Latitude	DOUBLE	38.3901	38.390100°
24	/Position/Longitude	DOUBLE	-24.2449	-24.244900°
24	/Speed	DOUBLE	9.06	9.1m/s
24	/Course	DOUBLE	95.92	95.9°
25	/Position/Latitude	DOUBLE	38.3876	38.387600°
25	/Position/Longitude	DOUBLE	-24.2217	-24.221700°
25	/Speed	DOUBLE	12.91	12.9m/s
25	/Course	DOUBLE	95.92	95.9°
26	/Position/Latitude	DOUBLE	38.383	38.383000°
26	/Position/Longitude	DOUBLE	-24.2005	-24.200500°
26	/Speed	DOUBLE	11.38	11.4m/s
26	/Course	DOUBLE	95.92	95.9°
27	/Position/Longitude	DOUBLE	-24.18	-24.180000°
27	/Speed	DOUBLE	11.07	11.1m/s
27	/Course	DOUBLE	95.92	95.9°
27	/Position/Latitude	DOUBLE	38.3809	38.380900°
28	/Position/Latitude	DOUBLE	38.3809	38.380900°
28	/Position/Longitude	DOUBLE	-24.1565	-24.156500°
28	/Speed	DOUBLE	11.07	11.1m/s
28	/Course	DOUBLE	95.92	95.9°
29	/Position/Latitude	DOUBLE	38.3784	38.378400°
29	/Position/Longitude	DOUBLE	-24.1565	-24.156500°
29	/Speed	DOUBLE	12.6	12.6m/s
29	/Course	DOUBLE	95.92	95.9°
30	/Position/Latitude	DOUBLE	38.3763	38.376300°
30	/Position/Longitude	DOUBLE	-24.1156	-24.115600°
30	/Speed	DOUBLE	10.97	11.0m/s
30	/Course	DOUBLE	95.92	95.9°
31	/Position/Latitude	DOUBLE	38.3742	38.374200°
31	/Position/Longitude	DOUBLE	-24.0984	-24.098400°
31	/Speed	DOUBLE	10.81	10.8m/s
31	/Course	DOUBLE	95.92	95.9°
32	/Position/Latitude	DOUBLE	38.3724	38.372400°
32	/Position/Longitude	DOUBLE	-24.0815	-24.081500°
32	/Speed	DOUBLE	9.16	9.2m/s
32	/Course	DOUBLE	95.92	95.9°
34	/Position/Latitude	DOUBLE	38.3706	38.370600°
34	/Position/Longitude	DOUBLE	-24.0584	-24.058400°
34	/Speed	DOUBLE	8.98	9.0m/s
34	/Course	DOUBLE	95.92	95.9°
35	/Position/Latitude	DOUBLE	38.3657	38.365700°
35	/Position/Longitude	DOUBLE	-24.0338	-24.033800°
35	/Speed	DOUBLE	12.12	12.1m/s
35	/Course	DOUBLE	95.92	95.9°
36	/Position/Latitude	DOUBLE	38.3638	38.363800°
36	/Position/Longitude	DOUBLE	-23.9961	-23.996100°
36	/Speed	DOUBLE	9.42	9.4m/s
36	/Course	DOUBLE	95.92	95.9°
37	/Position/Latitude	DOUBLE	38.3618	38.361800°
37	/Position/Longitude	DOUBLE	-23.9759	-23.975900°
37	/Speed	DOUBLE	10.35	10.3m/s
37	/Course	DOUBLE	95.92	95.9°
38	/Position/Latitude	DOUBLE	38.3597	38.359700°
38	/Position/Longitude	DOUBLE	-23.9759	-23.975900°
38	/Speed	DOUBLE	10.54	10.5m/s
38	/Course	DOUBLE	95.92	95.9°
39	/Position/Latitude	DOUBLE	38.3597	38.359700°
39	/Position/Longitude	DOUBLE	-23.9511	-23.951100°
39	/Speed	DOUBLE	10.54	10.5m/s
39	/Course	DOUBLE	95.92	95.9°
40	/Position/Latitude	DOUBLE	38.3571	38.357100°
40	/Position/Longitude	DOUBLE	-23.931	-23.931000°
40	/Speed	DOUBLE	12.89	12.9m/s
40	/Course	DOUBLE	95.92	95.9°
41	/Position/Latitude	DOUBLE	38.3528	38.352800°
41	/Position/Longitude	DOUBLE	-23.9096	-23.909600°
41	/Speed	DOUBLE	11.04	11.0m/s
41	/Course	DOUBLE	95.92	95.9°
42	/Position/Latitude	DOUBLE	38.351	38.351000°
42	/Position/Longitude	DOUBLE	-23.8918	-23.891800°
42	/Speed	DOUBLE	9.17	9.2m/s
42	/Course	DOUBLE	95.92	95.9°
43	/Position/Latitude	DOUBLE	38.351	38.351000°
43	/Position/Longitude	DOUBLE	-23.869	-23.869000°
43	/Speed	DOUBLE	9.17	9.2m/s
43	/Course	DOUBLE	95.92	95.9°
44	/Position/Latitude	DOUBLE	38.3486	38.348600°
44	/Position/Longitude	DOUBLE	-23.8437	-23.843700°
44	/Speed	DOUBLE	11.65	11.7m/s
44	/Course	DOUBLE	95.92	95.9°
45	/Position/Latitude	DOUBLE	38.346	38.346000°
45	/Position/Longitude	DOUBLE	-23.8437	-23.843700°
45	/Speed	DOUBLE	12.96	13.0m/s
45	/Course	DOUBLE	95.92	95.9°
