com.victronenergy.motordrive.demo2_smartshunt_with_temp
/Mgmt/ProcessName	STRING	/data/dbus-motordrive-simulator/ext/velib_python/dbusdummyservice.py	/data/dbus-motordrive-simulator/ext/velib_python/dbusdummyservice.py
/Mgmt/ProcessVersion	STRING	Unkown version, and running on Python 3.8.18	Unkown version, and running on Python 3.8.18
/Mgmt/Connection	STRING	Simulation	Simulation
/DeviceInstance	INT32	0	0
/ProductId	INT32	41865	0xA389
/ProductName	STRING	Motordrive Simulation: demo2_smartshunt_with_temp	Motordrive Simulation: demo2_smartshunt_with_temp
/FirmwareVersion	INT32	0	0
/HardwareVersion	INT32	0	0
/Connected	INT32	1	1
/Dc/0/Voltage	DOUBLE	48.34	48.34
/Dc/0/Current	DOUBLE	29.69	29.69
/Dc/0/Power	DOUBLE	1435.2146000000002	1435.2146000000002
/Dc/0/Temperature	DOUBLE	29.46	29.46

0	/Dc/0/Voltage	DOUBLE	47.92	47.92
0	/Dc/0/Current	DOUBLE	41.31	41.31
0	/Dc/0/Power	DOUBLE	1979.5752000000002	1979.5752000000002
0	/Dc/0/Temperature	DOUBLE	30.37	30.37
1	/Dc/0/Voltage	DOUBLE	48.25	48.25
1	/Dc/0/Current	DOUBLE	48.07	48.07
1	/Dc/0/Power	DOUBLE	2319.3775	2319.3775
1	/Dc/0/Temperature	DOUBLE	31.65	31.65
2	/Dc/0/Voltage	DOUBLE	47.77	47.77
2	/Dc/0/Current	DOUBLE	61.47	61.47
2	/Dc/0/Power	DOUBLE	2936.4219000000003	2936.4219000000003
2	/Dc/0/Temperature	DOUBLE	32.16	32.16
3	/Dc/0/Voltage	DOUBLE	48.58	48.58
3	/Dc/0/Current	DOUBLE	68.36	68.36
3	/Dc/0/Power	DOUBLE	3320.9287999999997	3320.9287999999997
3	/Dc/0/Temperature	DOUBLE	33.64	33.64
4	/Dc/0/Voltage	DOUBLE	47.64	47.64
4	/Dc/0/Current	DOUBLE	74.11	74.11
4	/Dc/0/Power	DOUBLE	3530.6004	3530.6004
4	/Dc/0/Temperature	DOUBLE	33.58	33.58
5	/Dc/0/Voltage	DOUBLE	48.41	48.41
5	/Dc/0/Current	DOUBLE	86.32	86.32
5	/Dc/0/Power	DOUBLE	4178.7512	4178.7512
5	/Dc/0/Temperature	DOUBLE	34.8	34.8
6	/Dc/0/Voltage	DOUBLE	47.56	47.56
6	/Dc/0/Current	DOUBLE	91.56	91.56
6	/Dc/0/Power	DOUBLE	4354.5936	4354.5936
6	/Dc/0/Temperature	DOUBLE	34.46	34.46
7	/Dc/0/Voltage	DOUBLE	48.32	48.32
7	/Dc/0/Current	DOUBLE	101.21	101.21
7	/Dc/0/Power	DOUBLE	4890.4672	4890.4672
7	/Dc/0/Temperature	DOUBLE	35.32	35.32
8	/Dc/0/Voltage	DOUBLE	47.32	47.32
8	/Dc/0/Current	DOUBLE	107.87	107.87
8	/Dc/0/Power	DOUBLE	5104.4084	5104.4084
8	/Dc/0/Temperature	DOUBLE	36.02	36.02
9	/Dc/0/Voltage	DOUBLE	48.6	48.6
9	/Dc/0/Current	DOUBLE	111.94	111.94
9	/Dc/0/Power	DOUBLE	5440.284	5440.284
9	/Dc/0/Temperature	DOUBLE	35.9	35.9
10	/Dc/0/Voltage	DOUBLE	47.73	47.73
10	/Dc/0/Current	DOUBLE	108.89	108.89
10	/Dc/0/Power	DOUBLE	5197.3197	5197.3197
10	/Dc/0/Temperature	DOUBLE	36.28	36.28
11	/Dc/0/Voltage	DOUBLE	48.4	48.4
11	/Dc/0/Current	DOUBLE	109.86	109.86
11	/Dc/0/Power	DOUBLE	5317.224	5317.224
11	/Dc/0/Temperature	DOUBLE	35.53	35.53
12	/Dc/0/Voltage	DOUBLE	47.74	47.74
12	/Dc/0/Current	DOUBLE	111.15	111.15
12	/Dc/0/Power	DOUBLE	5306.301	5306.301
12	/Dc/0/Temperature	DOUBLE	35.77	35.77
13	/Dc/0/Voltage	DOUBLE	48.49	48.49
13	/Dc/0/Current	DOUBLE	93.56	93.56
13	/Dc/0/Power	DOUBLE	4536.7244	4536.7244
13	/Dc/0/Temperature	DOUBLE	36.02	36.02
14	/Dc/0/Voltage	DOUBLE	47.65	47.65
14	/Dc/0/Current	DOUBLE	79.42	79.42
14	/Dc/0/Power	DOUBLE	3784.363	3784.363
14	/Dc/0/Temperature	DOUBLE	35.67	35.67
15	/Dc/0/Voltage	DOUBLE	48.22	48.22
15	/Dc/0/Current	DOUBLE	39.3	39.3
15	/Dc/0/Power	DOUBLE	1895.0459999999998	1895.0459999999998
15	/Dc/0/Temperature	DOUBLE	35.04	35.04
16	/Dc/0/Voltage	DOUBLE	47.95	47.95
16	/Dc/0/Current	DOUBLE	22.77	22.77
16	/Dc/0/Power	DOUBLE	1091.8215	1091.8215
16	/Dc/0/Temperature	DOUBLE	34.89	34.89
