com.victronenergy.motordrive.demo3_n2k_small
/Mgmt/ProcessName	STRING	/data/dbus-motordrive-simulator/ext/velib_python/dbusdummyservice.py	/data/dbus-motordrive-simulator/ext/velib_python/dbusdummyservice.py
/Mgmt/ProcessVersion	STRING	Unkown version, and running on Python 3.8.18	Unkown version, and running on Python 3.8.18
/Mgmt/Connection	STRING	Simulation	Simulation
/DeviceInstance	INT32	0	0
/ProductId	INT32	41865	0xA389
/ProductName	STRING	Motordrive Simulation: demo3_n2k_small	Motordrive Simulation: demo3_n2k_small
/FirmwareVersion	INT32	0	0
/HardwareVersion	INT32	0	0
/Connected	INT32	1	1
/Dc/0/Voltage	DOUBLE	48.35	48.35
/Dc/0/Current	DOUBLE	30.8	30.8
/Dc/0/Power	DOUBLE	1489.18	1489.18
/Motor/Temperature	DOUBLE	29.38	29.38
/Motor/RPM	INT32	187	187
/Motor/Direction	INT32	2	2

0	/Dc/0/Voltage	DOUBLE	47.58	47.58
0	/Dc/0/Current	DOUBLE	40.48	40.48
0	/Dc/0/Power	DOUBLE	1926.0383999999997	1926.0383999999997
0	/Motor/Temperature	DOUBLE	30.56	30.56
0	/Motor/RPM	INT32	380	380
1	/Dc/0/Voltage	DOUBLE	48.21	48.21
1	/Dc/0/Current	DOUBLE	50.52	50.52
1	/Dc/0/Power	DOUBLE	2435.5692000000004	2435.5692000000004
1	/Motor/Temperature	DOUBLE	31.85	31.85
1	/Motor/RPM	INT32	619	619
2	/Dc/0/Voltage	DOUBLE	47.57	47.57
2	/Dc/0/Current	DOUBLE	58.06	58.06
2	/Dc/0/Power	DOUBLE	2761.9142	2761.9142
2	/Motor/Temperature	DOUBLE	32.44	32.44
2	/Motor/RPM	INT32	792	792
3	/Dc/0/Voltage	DOUBLE	48.61	48.61
3	/Dc/0/Current	DOUBLE	68.4	68.4
3	/Dc/0/Power	DOUBLE	3324.9240000000004	3324.9240000000004
3	/Motor/Temperature	DOUBLE	32.82	32.82
3	/Motor/RPM	INT32	972	972
4	/Dc/0/Voltage	DOUBLE	47.4	47.4
4	/Dc/0/Current	DOUBLE	78.33	78.33
4	/Dc/0/Power	DOUBLE	3712.8419999999996	3712.8419999999996
4	/Motor/Temperature	DOUBLE	34.17	34.17
4	/Motor/RPM	INT32	1123	1123
5	/Dc/0/Voltage	DOUBLE	48.43	48.43
5	/Dc/0/Current	DOUBLE	85.14	85.14
5	/Dc/0/Power	DOUBLE	4123.3302	4123.3302
5	/Motor/Temperature	DOUBLE	34.07	34.07
5	/Motor/RPM	INT32	1315	1315
6	/Dc/0/Voltage	DOUBLE	47.47	47.47
6	/Dc/0/Current	DOUBLE	90.81	90.81
6	/Dc/0/Power	DOUBLE	4310.7507	4310.7507
6	/Motor/Temperature	DOUBLE	34.58	34.58
6	/Motor/RPM	INT32	1475	1475
7	/Dc/0/Voltage	DOUBLE	48.38	48.38
7	/Dc/0/Current	DOUBLE	103.38	103.38
7	/Dc/0/Power	DOUBLE	5001.5244	5001.5244
7	/Motor/Temperature	DOUBLE	35.54	35.54
7	/Motor/RPM	INT32	1629	1629
8	/Dc/0/Voltage	DOUBLE	47.35	47.35
8	/Dc/0/Current	DOUBLE	110.33	110.33
8	/Dc/0/Power	DOUBLE	5224.1255	5224.1255
8	/Motor/Temperature	DOUBLE	35.22	35.22
8	/Motor/RPM	INT32	1789	1789
9	/Dc/0/Voltage	DOUBLE	48.3	48.3
9	/Dc/0/Current	DOUBLE	112.34	112.34
9	/Dc/0/Power	DOUBLE	5426.022	5426.022
9	/Motor/Temperature	DOUBLE	35.39	35.39
9	/Motor/RPM	INT32	1798	1798
10	/Dc/0/Voltage	DOUBLE	47.53	47.53
10	/Dc/0/Current	DOUBLE	111.11	111.11
10	/Dc/0/Power	DOUBLE	5281.0583	5281.0583
10	/Motor/Temperature	DOUBLE	36.01	36.01
10	/Motor/RPM	INT32	1788	1788
11	/Dc/0/Voltage	DOUBLE	48.51	48.51
11	/Dc/0/Current	DOUBLE	111.03	111.03
11	/Dc/0/Power	DOUBLE	5386.0653	5386.0653
11	/Motor/Temperature	DOUBLE	35.75	35.75
11	/Motor/RPM	INT32	1804	1804
12	/Dc/0/Voltage	DOUBLE	47.71	47.71
12	/Dc/0/Current	DOUBLE	110.92	110.92
12	/Dc/0/Power	DOUBLE	5291.9932	5291.9932
12	/Motor/Temperature	DOUBLE	36.1	36.1
12	/Motor/RPM	INT32	1800	1800
13	/Dc/0/Voltage	DOUBLE	48.21	48.21
13	/Dc/0/Current	DOUBLE	93.17	93.17
13	/Dc/0/Power	DOUBLE	4491.7257	4491.7257
13	/Motor/Temperature	DOUBLE	36.16	36.16
13	/Motor/RPM	INT32	1481	1481
14	/Dc/0/Voltage	DOUBLE	47.68	47.68
14	/Dc/0/Current	DOUBLE	76.66	76.66
14	/Dc/0/Power	DOUBLE	3655.1488	3655.1488
14	/Motor/Temperature	DOUBLE	35.47	35.47
14	/Motor/RPM	INT32	1147	1147
15	/Dc/0/Voltage	DOUBLE	48.07	48.07
15	/Dc/0/Current	DOUBLE	41.07	41.07
15	/Dc/0/Power	DOUBLE	1974.2349	1974.2349
15	/Motor/Temperature	DOUBLE	35.56	35.56
15	/Motor/RPM	INT32	-400	-400
15	/Motor/Direction	INT32	1	1
16	/Dc/0/Voltage	DOUBLE	48.03	48.03
16	/Dc/0/Current	DOUBLE	20.79	20.79
16	/Dc/0/Power	DOUBLE	998.5437	998.5437
16	/Motor/Temperature	DOUBLE	35.39	35.39
16	/Motor/RPM	INT32	-17	-17
17	/Dc/0/Voltage	DOUBLE	47.92	47.92
